,doc_id,sentence
737,11,"   i have been happy, tho' in a dream,"
738,11,"   i have been happy- and i love the theme,"
739,11,"   dreams! in their vivid coloring of life,"
740,11,"   as in that fleeting, shadowy, misty strife"
741,11,"   of semblance with reality, which brings"
742,11,"   to the delirious eye, more lovely things"
743,11,   of paradise and love- and all our own!
744,11,"   than young hope in his sunniest hour hath known,"
745,12,"gaily bedight,"
746,12,"                  a gallant knight,"
747,12,"              in sunshine and in shadow,"
748,12,"                  had journeyed long,"
749,12,"                  singing a song,"
750,12,"              in search of eldorado,"
751,12,                  but he grew old-
752,12,                  this knight so bold-
753,12,              and o'er his heart a shadow
754,12,                  fell as he found
755,12,                  no spot of ground
756,12,"              that looked like eldorado,"
757,12,"                  and, as his strength"
758,12,"                  failed him at length,"
759,12,              he met a pilgrim shadow-
760,12,"                  shadow, said he,"
761,12,                  where can it be-
762,12,              this land of eldorado?
763,12,                  over the mountains
764,12,"                  of the moon,"
765,12,"              down the valley of the shadow,"
766,12,"                  ride, boldly ride,"
767,12,                  the shade replied-
768,12,              if you seek for eldorado!
769,13,"elizabeth, it surely is most fit"
770,13, [logic and common usage so commanding]
771,13," in thy own book that first thy name be writ,"
772,13, zeno and other sages notwithstanding;
773,13, and i have other reasons for so doing
774,13, besides my innate love of contradiction;
775,13, each poet - if a poet - in pursuing
776,13," the muses thro' their bowers of truth or fiction,"
777,13," has studied very little of his part,"
778,13," read nothing, written less - in short's a fool"
779,13," endued with neither soul, nor sense, nor art,"
780,13," being ignorant of one important rule,"
781,13, employed in even the theses of the school-
782,13, called - i forget the heathenish greek name
783,13," [called anything, its meaning is the same]"
784,13," always write first things uppermost in the heart,"
785,14,"the noblest name in allegory's page,"
786,14,the hand that traced inexorable rage;
787,14,"a pleasing moralist whose page refined,"
788,14,displays the deepest knowledge of the mind;
789,14,"a tender poet of a foreign tongue,"
790,14,"indited in the language that he sung,"
791,14,a bard of brilliant but unlicensed page
792,14,"at once the shame and glory of our age,"
793,14,"the prince of harmony and stirling sense,"
794,14,"the ancient dramatist of eminence,"
795,14,"the bard that paints imagination's powers,"
796,14,"and him whose song revives departed hours,"
797,14,"once more an ancient tragic bard recall,"
798,14,"in boldness of design surpassing all,"
799,14,"these names when rightly read, a name [make] known"
800,14,"which gathers all their glories in its own,"
801,15,"i'll tell you a plan for gaining wealth,"
802,15,"better than banking, trade or leases —"
803,15,"take a bank note and fold it up,"
804,15,and then you will find your money in creases!
805,15,"this wonderful plan, without danger or loss,"
806,15,"keeps your cash in your hands, where nothing can trouble it;"
807,15,"and every time that you fold it across,"
808,15,'tis as plain as the light of the day that you double it!
809,16,i dwelt alone
810,16,"                 in a world of moan,"
811,16,"          and my soul was a stagnant tide,"
812,16, till the fair and gentle eulalie became my blushing bride-
813,16," till the yellow-haired young eulalie became my smiling bride,"
814,16,"                 ah, less- less bright"
815,16,                 the stars of the night
816,16,          than the eyes of the radiant girl!
817,16,                 that the vapor can make
818,16,"          with the moon-tints of purple and pearl,"
819,16, can vie with the modest eulalie's most unregarded curl-
820,16, can compare with the bright-eyed eulalie's most humble and careless
821,16,"        curl,"
822,16,                 now doubt- now pain
823,16,"                 come never again,"
824,16,"          for her soul gives me sigh for sigh,"
825,16,                 and all day long
826,16,"                 shines, bright and strong,"
827,16,"          astarte within the sky,"
828,16, while ever to her dear eulalie upturns her matron eye-
829,16," while ever to her young eulalie upturns her violet eye,"
830,17,"'twas noontide of summer,"
831,17,               and mid-time of night;
832,17,"             and stars, in their orbits,"
833,17,"               shone pale, thro' the light"
834,17,"             of the brighter, cold moon,"
835,17,"               'mid planets her slaves,"
836,17,"             herself in the heavens,"
837,17,"               her beam on the waves,"
838,17,                 i gazed awhile
839,17,                 on her cold smile;
840,17,             too cold- too cold for me-
841,17,"               there pass'd, as a shroud,"
842,17,"               a fleecy cloud,"
843,17,"             and i turned away to thee,"
844,17,"               proud evening star,"
845,17,"               in thy glory afar,"
846,17,             and dearer thy beam shall be;
847,17,               for joy to my heart
848,17,               is the proud part
849,17,"             thou bearest in heaven at night,"
850,17,               and more i admire
851,17,"               thy distant fire,"
852,17,"             than that colder, lowly light,"
853,18,dim vales- and shadowy floods-
854,18,"         and cloudy-looking woods,"
855,18,         whose forms we can't discover
856,18,         for the tears that drip all over!
857,18,         huge moons there wax and wane-
858,18,         again- again- again-
859,18,         every moment of the night-
860,18,         forever changing places-
861,18,         and they put out the star-light
862,18,"         with the breath from their pale faces,"
863,18,"         about twelve by the moon-dial,"
864,18,         one more filmy than the rest
865,18,"         a kind which, upon trial,"
866,18,         they have found to be the best
867,18,"         comes down- still down- and down,"
868,18,         with its centre on the crown
869,18,"         of a mountain's eminence,"
870,18,         while its wide circumference
871,18,         in easy drapery falls
872,18,"         over hamlets, over halls,"
873,18,         wherever they may be-
874,18,         o'er the strange woods- o'er the sea-
875,18,         over spirits on the wing-
876,18,         over every drowsy thing-
877,18,         and buries them up quite
878,18,         in a labyrinth of light-
879,18,"         and then, how deep!- o, deep!"
880,18,"         is the passion of their sleep,"
881,18,"         in the morning they arise,"
882,18,         and their moony covering
883,18,"         is soaring in the skies,"
884,18,"         with the tempests as they toss,"
885,18,         like- almost anything-
886,18,"         or a yellow albatross,"
887,18,         they use that moon no more
888,18,         for the same end as before-
889,18,"         videlicet, a tent-"
890,18,"         which i think extravagant,"
891,18,"         its atomies, however,"
892,18,"         into a shower dissever,"
893,18,         of which those butterflies
894,18,"         of earth, who seek the skies,"
895,18,"         and so come down again,"
896,18,         never-contented things!
897,18,         have brought a specimen
898,18,"         upon their quivering wings,"
899,19,thank heaven! the crisis-
900,19,"             the danger is past,"
901,19,           and the lingering illness
902,19,             is over at last-
903,19,           and the fever called living
904,19,"             is conquered at last,"
905,19,"           sadly, i know"
906,19,"             i am shorn of my strength,"
907,19,           and no muscle i move
908,19,             as i lie at full length-
909,19,           but no matter!-i feel
910,19,"             i am better at length,"
911,19,"           and i rest so composedly,"
912,19,"             now, in my bed"
913,19,           that any beholder
914,19,             might fancy me dead-
915,19,"           might start at beholding me,"
916,19,"             thinking me dead,"
917,19,"           the moaning and groaning,"
918,19,"             the sighing and sobbing,"
919,19,"           are quieted now,"
920,19,             with that horrible throbbing
921,19,"           at heart,- ah, that horrible,"
922,19,             horrible throbbing!
923,19,           the sickness- the nausea-
924,19,             the pitiless pain-
925,19,"           have ceased, with the fever"
926,19,             that maddened my brain-
927,19,           with the fever called living
928,19,"             that burned in my brain,"
929,19,           and oh! of all tortures
930,19,             that torture the worst
931,19,           has abated- the terrible
932,19,             torture of thirst
933,19,           for the naphthaline river
934,19,"             of passion accurst,-"
935,19,           i have drunk of a water
936,19,"             that quenches all thirst,-"
937,19,"           of a water that flows,"
938,19,"             with a lullaby sound,"
939,19,           from a spring but a very few
940,19,             feet under ground-
941,19,           from a cavern not very far
942,19,"             down under ground,"
943,19,           and ah! let it never
944,19,             be foolishly said
945,19,           that my room it is gloomy
946,19,             and narrow my bed;
947,19,           for man never slept
948,19,             in a different bed-
949,19,"           and, to sleep, you must slumber"
950,19,"             in just such a bed,"
951,19,           my tantalized spirit
952,19,"             here blandly reposes,"
953,19,"           forgetting, or never"
954,19,             regretting its roses-
955,19,           its old agitations
956,19,"             of myrtles and roses,"
957,19,"           for now, while so quietly"
958,19,"             lying, it fancies"
959,19,           a holier odor
960,19,"             about it, of pansies-"
961,19,"           a rosemary odor,"
962,19,             commingled with pansies-
963,19,           with rue and the beautiful
964,19,"             puritan pansies,"
965,19,"           and so it lies happily,"
966,19,             bathing in many
967,19,           a dream of the truth
968,19,             and the beauty of annie-
969,19,           drowned in a bath
970,19,"             of the tresses of annie,"
971,19,"           she tenderly kissed me,"
972,19,"             she fondly caressed,"
973,19,           and then i fell gently
974,19,             to sleep on her breast-
975,19,           deeply to sleep
976,19,"             from the heaven of her breast,"
977,19,"           when the light was extinguished,"
978,19,"             she covered me warm,"
979,19,           and she prayed to the angels
980,19,             to keep me from harm-
981,19,           to the queen of the angels
982,19,"             to shield me from harm,"
983,19,"           and i lie so composedly,"
984,19,"             now, in my bed,"
985,19,           knowing her love
986,19,             that you fancy me dead-
987,19,"           and i rest so contentedly,"
988,19,"             now, in my bed,"
989,19,           with her love at my breast
990,19,             that you fancy me dead-
991,19,"           that you shudder to look at me,"
992,19,"             thinking me dead,"
993,19,           but my heart it is brighter
994,19,             than all of the many
995,19,"           stars in the sky,"
996,19,             for it sparkles with annie-
997,19,           it glows with the light
998,19,             of the love of my annie-
999,19,           with the thought of the light
1000,19,"             of the eyes of my annie,"
1001,20,at morn- at noon- at twilight dim-
1002,20,      maria! thou hast heard my hymn!
1003,20,      in joy and woe- in good and ill-
1004,20,"      mother of god, be with me still!"
1005,20,"      when the hours flew brightly by,"
1006,20,"      and not a cloud obscured the sky,"
1007,20,"      my soul, lest it should truant be,"
1008,20,      thy grace did guide to thine and thee;
1009,20,"      now, when storms of fate o'ercast"
1010,20,"      darkly my present and my past,"
1011,20,      let my future radiant shine
1012,20,      with sweet hopes of thee and thine!
1013,21,"wreathed in myrtle, my sword i'll conceal"
1014,21,"    like those champions devoted and brave,"
1015,21,"when they plunged in the tyrant their steel,"
1016,21,"    and to athens deliverance gave,"
1017,21,beloved heroes! your deathless souls roam
1018,21,    in the joy breathing isles of the blest;
1019,21,where the mighty of old have their home -
1020,21,"    where achilles and diomed rest,"
1021,21,"in fresh myrtle my blade i'll entwine,"
1022,21,"    like harmodious, the gallant and good,"
1023,21,when he made at the tutelar shrine
1024,21,"    a libation of tyranny's blood,"
1025,21,ye deliverers of athens from shame!
1026,21,    ye avengers of liberty's wrongs!
1027,21,endless ages shall cherish your fame
1028,21,    embalmed in their echoing songs!
1029,22,a dark unfathomed tide
1030,22,of interminable pride -
1031,22,"a mystery, and a dream,"
1032,22,should my early life seem;
1033,22,i say that dream was fraught
1034,22,with a wild and waking thought
1035,22,"of beings that have been,"
1036,22,"which my spirit hath not seen,"
1037,22,"had i let them pass me by,"
1038,22,with a dreaming eye!
1039,22,let none of earth inherit
1040,22,that vision of my spirit;
1041,22,"those thoughts i would control,"
1042,22,"as a spell upon his soul,"
1043,22,for that bright hope at last
1044,22,"and that light time have past,"
1045,22,and my worldly rest hath gone
1046,22,"with a sigh as it passed on,"
1047,22,i care not though it perish
1048,22,with a thought i then did cherish
1049,23,when from your gems of thought i turn
1050,23,"to those pure orbs, your heart to learn,"
1051,23,i scarce know which to prize most high —
1052,23,"the bright i-dea, or the bright dear-eye,"
1053,24,"i,"
1054,24,"            in the greenest of our valleys,"
1055,24,"              by good angels tenanted,"
1056,24,            once fair and stately palace --
1057,24,"              radiant palace --reared its head,"
1058,24,            in the monarch thought's dominion --
1059,24,              it stood there!
1060,24,            never seraph spread a pinion
1061,24,"              over fabric half so fair,"
1062,24,"                            ii,"
1063,24,"            banners yellow, glorious, golden,"
1064,24,              on its roof did float and flow;
1065,24,            this --all this --was in the olden
1066,24,              time long ago
1067,24,"            and every gentle air that dallied,"
1068,24,"              in that sweet day,"
1069,24,"            along the ramparts plumed and pallid,"
1070,24,"              a winged odour went away,"
1071,24,"                           iii,"
1072,24,            wanderers in that happy valley
1073,24,              through two luminous windows saw
1074,24,            spirits moving musically
1075,24,"              to a lute's well-tuned law,"
1076,24,"            round about a throne, where sitting"
1077,24,              porphyrogene!
1078,24,"            in state his glory well befitting,"
1079,24,"              the ruler of the realm was seen,"
1080,24,"                            iv,"
1081,24,            and all with pearl and ruby glowing
1082,24,"              was the fair palace door,"
1083,24,"            through which came flowing, flowing, flowing"
1084,24,"              and sparkling evermore,"
1085,24,            a troop of echoes whose sweet duty
1086,24,"              was but to sing,"
1087,24,"            in voices of surpassing beauty,"
1088,24,"              the wit and wisdom of their king,"
1089,24,"                             v,"
1090,24,"            but evil things, in robes of sorrow,"
1091,24,              assailed the monarch's high estate;
1092,24,"            ah, let us mourn, for never morrow"
1093,24,"              shall dawn upon him, desolate!"
1094,24,"            and, round about his home, the glory"
1095,24,              that blushed and bloomed
1096,24,            is but a dim-remembered story
1097,24,"              of the old time entombed,"
1098,24,"                            vi,"
1099,24,"            and travellers now within that valley,"
1100,24,"              through the red-litten windows, see"
1101,24,            vast forms that move fantastically
1102,24,              to a discordant melody;
1103,24,"            while, like a rapid ghastly river,"
1104,24,"              through the pale door,"
1105,24,"            a hideous throng rush out forever,"
1106,24,"              and laugh --but smile no more,"
1107,25,"how often we forget all time, when lone"
1108,25,admiring nature's universal throne;
1109,25,her woods - her winds - her mountains - the intense
1110,25,reply of hers to our intelligence!
1111,25,"i,"
1112,25,in youth i have known one with whom the earth
1113,25," in secret communing held - as he with it,"
1114,25,"in daylight, and in beauty, from his birth,"
1115,25," whose fervid, flickering torch of life was lit"
1116,25,"from the sun and stars, whence he had drawn forth"
1117,25, a passionate light - such for his spirit was fit -
1118,25,and yet that spirit knew - not in the hour
1119,25,"of its own fervour - what had o'er it power,"
1120,25,"                    ii,"
1121,25,perhaps it may be that my mind is wrought
1122,25," to a fever by the moonbeam that hangs o'er,"
1123,25,but i will half believe that wild light fraught
1124,25, with more of sovereignty than ancient lore
1125,25,hath ever told - or is it of a thought
1126,25," the unembodied essence, and no more"
1127,25,that with a quickening spell doth o'er us pass
1128,25,"as dew of the night time, o'er the summer grass?"
1129,25,"                    iii,"
1130,25,"doth o'er us pass, when as th' expanding eye"
1131,25, to the loved object - so the tear to the lid
1132,25,"will start, which lately slept in apathy?"
1133,25, and yet it need not be - that object hid
1134,25,from us in life - but common - which doth lie
1135,25, each hour before us - but then only bid
1136,25,"with a strange sound, as of a harpstring broken"
1137,25,t' awake us - 'tis a symbol and a token -
1138,25,"                     iv,"
1139,25,of what in other worlds shall be - and given
1140,25," in beauty by our god, to those alone"
1141,25,who otherwise would fall from life and heaven
1142,25," drawn by their heart's passion, and that tone,"
1143,25,that high tone of the spirit which hath striven
1144,25, though not with faith - with godliness - whose throne
1145,25,with desperate energy 't hath beaten down;
1146,25,"wearing its own deep feeling as a crown,"
1147,26,in heaven a spirit doth dwell
1148,26,        whose heart-strings are a lute;
1149,26,      none sing so wildly well
1150,26,"      as the angel israfel,"
1151,26,"      and the giddy stars so legends tell,"
1152,26,"      ceasing their hymns, attend the spell"
1153,26,"        of his voice, all mute,"
1154,26,      tottering above
1155,26,"        in her highest noon,"
1156,26,        the enamored moon
1157,26,"      blushes with love,"
1158,26,"        while, to listen, the red levin"
1159,26,"        with the rapid pleiads, even,"
1160,26,"        which were seven,"
1161,26,"        pauses in heaven,"
1162,26,      and they say the starry choir
1163,26,        and the other listening things
1164,26,      that israfeli's fire
1165,26,      is owing to that lyre
1166,26,        by which he sits and sings-
1167,26,      the trembling living wire
1168,26,"        of those unusual strings,"
1169,26,"      but the skies that angel trod,"
1170,26,        where deep thoughts are a duty-
1171,26,      where love's a grown-up god-
1172,26,        where the houri glances are
1173,26,      imbued with all the beauty
1174,26,"        which we worship in a star,"
1175,26,"      therefore thou art not wrong,"
1176,26,"        israfeli, who despisest"
1177,26,      an unimpassioned song;
1178,26,"      to thee the laurels belong,"
1179,26,"        best bard, because the wisest!"
1180,26,"      merrily live, and long!"
1181,26,      the ecstasies above
1182,26,        with thy burning measures suit-
1183,26,"      thy grief, thy joy, thy hate, thy love,"
1184,26,        with the fervor of thy lute-
1185,26,        well may the stars be mute!
1186,26,"      yes, heaven is thine; but this"
1187,26,        is a world of sweets and sours;
1188,26,"        our flowers are merely- flowers,"
1189,26,      and the shadow of thy perfect bliss
1190,26,"        is the sunshine of ours,"
1191,26,      if i could dwell
1192,26,      where israfel
1193,26,"        hath dwelt, and he where i,"
1194,26,      he might not sing so wildly well
1195,26,"        a mortal melody,"
1196,26,      while a bolder note than this might swell
1197,26,"      from my lyre within the sky,"
1198,27,"ah, broken is the golden bowl! the spirit flown forever!"
1199,27,  let the bell toll!- a saintly soul floats on the stygian river;
1200,27,"  and, guy de vere, hast thou no tear?- weep now or nevermore!"
1201,27,"  see! on yon drear and rigid bier low lies thy love, lenore!"
1202,27,  come! let the burial rite be read- the funeral song be sung!-
1203,27,  an anthem for the queenliest dead that ever died so young-
1204,27,"  a dirge for her the doubly dead in that she died so young,"
1205,27,"  wretches! ye loved her for her wealth and hated her for her pride,"
1206,27,"  and when she fell in feeble health, ye blessed her- that she died!"
1207,27,"  how shall the ritual, then, be read?- the requiem how be sung"
1208,27,"  by you- by yours, the evil eye,- by yours, the slanderous tongue"
1209,27,"  that did to death the innocence that died, and died so young?"
1210,27,  peccavimus; but rave not thus! and let a sabbath song
1211,27,"  go up to god so solemnly the dead may feel no wrong,"
1212,27,"  the sweet lenore hath gone before, with hope, that flew beside,"
1213,27,  leaving thee wild for the dear child that should have been thy
1214,27,"       bride,"
1215,27,"  for her, the fair and debonair, that now so lowly lies,"
1216,27,  the life upon her yellow hair but not within her eyes
1217,27,"  the life still there, upon her hair- the death upon her eyes,"
1218,27,"  avaunt! avaunt! from fiends below, the indignant ghost is riven-"
1219,27,  from hell unto a high estate far up within the heaven-
1220,27,"  from grief and groan, to a golden throne, beside the king of"
1221,27,       heaven!
1222,27,"  let no bell toll, then,- lest her soul, amid its hallowed mirth,"
1223,27,  should catch the note as it doth float up from the damned earth!
1224,27,"  and i!- to-night my heart is light!- no dirge will i upraise,"
1225,27,  but waft the angel on her flight with a paean of old days!
1226,28,"romance, who loves to nod and sing,"
1227,28,"     with drowsy head and folded wing,"
1228,28,     among the green leaves as they shake
1229,28,"     far down within some shadowy lake,"
1230,28,     to me a painted paroquet
1231,28,     hath been- a most familiar bird-
1232,28,     taught me my alphabet to say-
1233,28,     to lisp my very earliest word
1234,28,"     while in the wild wood i did lie,"
1235,28,"     a child- with a most knowing eye,"
1236,28,"     of late, eternal condor years"
1237,28,     so shake the very heaven on high
1238,28,"     with tumult as they thunder by,"
1239,28,     i have no time for idle cares
1240,28,"     through gazing on the unquiet sky,"
1241,28,     and when an hour with calmer wings
1242,28,     its down upon my spirit flings-
1243,28,     that little time with lyre and rhyme
1244,28,     to while away- forbidden things!
1245,28,     my heart would feel to be a crime
1246,28,"     unless it trembled with the strings,"
1247,29,sancta maria! turn thine eyes -
1248,29,"upon the sinner's sacrifice,"
1249,29,"of fervent prayer and humble love,"
1250,29,"from thy holy throne above,"
1251,29,at morn - at noon - at twilight dim -
1252,29,maria! thou hast heard my hymn!
1253,29,in joy and wo - in good and ill -
1254,29,"mother of god, be with me still!"
1255,29,"when the hours flew brightly by,"
1256,29,"and not a cloud obscured the sky,"
1257,29,"my soul, lest it should truant be,"
1258,29,thy grace did guide to thine and thee;
1259,29,"now, when storms of fate o'ercast"
1260,29,"darkly my present and my past,"
1261,29,let my future radiant shine
1262,29,with sweet hopes of thee and thine!
1263,30,"so sweet the hour, so calm the time,"
1264,30,"   i feel it more than half a crime,"
1265,30,"   when nature sleeps and stars are mute,"
1266,30,"   to mar the silence ev'n with lute,"
1267,30,   at rest on ocean's brilliant dyes
1268,30,"   an image of elysium lies,"
1269,30,"   seven pleiades entranced in heaven,"
1270,30,"   form in the deep another seven,"
1271,30,   endymion nodding from above
1272,30,"   sees in the sea a second love,"
1273,30,"   within the valleys dim and brown,"
1274,30,"   and on the spectral mountain's crown,"
1275,30,"   the wearied light is dying down,"
1276,30,"   and earth, and stars, and sea, and sky"
1277,30,"   are redolent of sleep, as i"
1278,30,   am redolent of thee and thine
1279,30,"   enthralling love, my adeline,"
1280,30,"   but list, o list,- so soft and low"
1281,30,"   thy lover's voice tonight shall flow,"
1282,30,"   that, scarce awake, thy soul shall deem"
1283,30,"   my words the music of a dream,"
1284,30,"   thus, while no single sound too rude"
1285,30,"   upon thy slumber shall intrude,"
1286,30,"   our thoughts, our souls- o god above!"
1287,30,"   in every deed shall mingle, love,"
1288,31,i saw thee on thy bridal day -
1289,31,"when a burning blush came o'er thee,"
1290,31,"though happiness around thee lay,"
1291,31,"the world all love before thee,"
1292,31,and in thine eye a kindling light
1293,31,whatever it might be
1294,31,was all on earth my aching sight
1295,31,"of loveliness could see,"
1296,31,"that blush, perhaps, was maiden shame -"
1297,31,as such it well may pass -
1298,31,though its glow hath raised a fiercer flame
1299,31,"in the breast of him, alas!"
1300,31,"who saw thee on that bridal day,"
1301,31,"when that deep blush would come o'er thee,"
1302,31,"though happiness around thee lay,"
1303,31,"the world all love before thee,"
1304,32,science! true daughter of old time thou art!
1305,32,"  who alterest all things with thy peering eyes,"
1306,32,"why preyest thou thus upon the poet's heart,"
1307,32,"  vulture, whose wings are dull realities?"
1308,32,"how should he love thee? or how deem thee wise,"
1309,32,  who wouldst not leave him in his wandering
1310,32,"to seek for treasure in the jewelled skies,"
1311,32,  albeit he soared with an undaunted wing?
1312,32,hast thou not dragged diana from her car?
1313,32,  and driven the hamadryad from the wood
1314,32,to seek a shelter in some happier star?
1315,32,"  hast thou not torn the naiad from her flood,"
1316,32,"the elfin from the green grass, and from me"
1317,32,the summer dream beneath the tamarind tree?
1318,33,"there are some qualities- some incorporate things,"
1319,33,"       that have a double life, which thus is made"
1320,33,     a type of that twin entity which springs
1321,33,"       from matter and light, evinced in solid and shade,"
1322,33,     there is a two-fold silence- sea and shore-
1323,33,"       body and soul, one dwells in lonely places,"
1324,33,"       newly with grass o'ergrown; some solemn graces,"
1325,33,"     some human memories and tearful lore,"
1326,33,"     render him terrorless, his name's no more,"
1327,33,"     he is the corporate silence, dread him not!"
1328,33,       no power hath he of evil in himself;
1329,33,     but should some urgent fate untimely lot!
1330,33,"       bring thee to meet his shadow nameless elf,"
1331,33,     that haunteth the lone regions where hath trod
1332,33,"     no foot of man, commend thyself to god!"
1333,34,"fair isle, that from the fairest of all flowers,"
1334,34,       thy gentlest of all gentle names dost take!
1335,34,     how many memories of what radiant hours
1336,34,       at sight of thee and thine at once awake!
1337,34,     how many scenes of what departed bliss!
1338,34,       how many thoughts of what entombed hopes!
1339,34,     how many visions of a maiden that is
1340,34,       no more- no more upon thy verdant slopes!
1341,34,"     no more! alas, that magical sad sound"
1342,34,       transforming all! thy charms shall please no more-
1343,34,     thy memory no more! accursed ground
1344,34,"       henceforth i hold thy flower-enameled shore,"
1345,34,     o hyacinthine isle! o purple zante!
1346,34,       isola d'oro! fior di levante!
1347,35,thy soul shall find itself alone
1348,35,     'mid dark thoughts of the grey tombstone;
1349,35,"     not one, of all the crowd, to pry"
1350,35,"     into thine hour of secrecy,"
1351,35,"     be silent in that solitude,"
1352,35,       which is not loneliness- for then
1353,35,"     the spirits of the dead, who stood"
1354,35,"       in life before thee, are again"
1355,35,"     in death around thee, and their will"
1356,35,"     shall overshadow thee; be still,"
1357,35,"     the night, though clear, shall frown,"
1358,35,     and the stars shall not look down
1359,35,     from their high thrones in the heaven
1360,35,"     with light like hope to mortals given,"
1361,35,"     but their red orbs, without beam,"
1362,35,     to thy weariness shall seem
1363,35,     as a burning and a fever
1364,35,"     which would cling to thee for ever,"
1365,35,"     now are thoughts thou shalt not banish,"
1366,35,     now are visions ne'er to vanish;
1367,35,     from thy spirit shall they pass
1368,35,"     no more, like dewdrop from the grass,"
1369,35,"     the breeze, the breath of god, is still,"
1370,35,     and the mist upon the hill
1371,35,"     shadowy, shadowy, yet unbroken,"
1372,35,"     is a symbol and a token,"
1373,35,"     how it hangs upon the trees,"
1374,35,     a mystery of mysteries!
1375,36,"how often we forget all time, when lone"
1376,36,   admiring nature's universal throne;
1377,36,   her woods- her wilds- her mountains- the intense
1378,36,"   reply of hers to our intelligence! [byron, the island,]"
1379,36,                        i
1380,36,   in youth have i known one with whom the earth
1381,36,"   in secret communing held- as he with it,"
1382,36,"   in daylight, and in beauty from his birth,"
1383,36,"   whose fervid, flickering torch of life was lit"
1384,36,"   from the sun and stars, whence he had drawn forth"
1385,36,   a passionate light- such for his spirit was fit-
1386,36,"   and yet that spirit knew not, in the hour"
1387,36,"   of its own fervor what had o'er it power,"
1388,36,                       ii
1389,36,   perhaps it may be that my mind is wrought
1390,36,"   to a fever by the moonbeam that hangs o'er,"
1391,36,   but i will half believe that wild light fraught
1392,36,   with more of sovereignty than ancient lore
1393,36,   hath ever told- or is it of a thought
1394,36,"   the unembodied essence, and no more,"
1395,36,   that with a quickening spell doth o'er us pass
1396,36,   as dew of the night-time o'er the summer grass?
1397,36,                      iii
1398,36,"   doth o'er us pass, when, as th' expanding eye"
1399,36,   to the loved object- so the tear to the lid
1400,36,"   will start, which lately slept in apathy?"
1401,36,   and yet it need not be- that object hid
1402,36,   from us in life- but common- which doth lie
1403,36,"   each hour before us- but then only, bid"
1404,36,"   with a strange sound, as of a harp-string broken,"
1405,36,   to awake us- 'tis a symbol and a token
1406,36,                      iv
1407,36,   of what in other worlds shall be- and given
1408,36,"   in beauty by our god, to those alone"
1409,36,   who otherwise would fall from life and heaven
1410,36,"   drawn by their heart's passion, and that tone,"
1411,36,"   that high tone of the spirit which hath striven,"
1412,36,   tho' not with faith- with godliness- whose throne
1413,36,   with desperate energy 't hath beaten down;
1414,36,"   wearing its own deep feeling as a crown,"
1415,37,kind solace in a dying hour!
1416,37,"       such, father, is not now my theme-"
1417,37,     i will not madly deem that power
1418,37,         of earth may shrive me of the sin
1419,37,         unearthly pride hath revell'd in-
1420,37,"       i have no time to dote or dream,"
1421,37,     you call it hope- that fire of fire!
1422,37,"     it is but agony of desire,"
1423,37,     if i can hope- oh god! i can-
1424,37,       its fount is holier- more divine-
1425,37,"     i would not call thee fool, old man,"
1426,37,"       but such is not a gift of thine,"
1427,37,     know thou the secret of a spirit
1428,37,"       bow'd from its wild pride into shame,"
1429,37,     o yearning heart! i did inherit
1430,37,"       thy withering portion with the fame,"
1431,37,     the searing glory which hath shone
1432,37,"     amid the jewels of my throne,"
1433,37,     halo of hell! and with a pain
1434,37,     not hell shall make me fear again-
1435,37,"     o craving heart, for the lost flowers"
1436,37,     and sunshine of my summer hours!
1437,37,"     the undying voice of that dead time,"
1438,37,"     with its interminable chime,"
1439,37,"     rings, in the spirit of a spell,"
1440,37,"     upon thy emptiness- a knell,"
1441,37,"     i have not always been as now,"
1442,37,     the fever'd diadem on my brow
1443,37,       i claim'd and won usurpingly-
1444,37,     hath not the same fierce heirdom given
1445,37,       rome to the caesar- this to me?
1446,37,"         the heritage of a kingly mind,"
1447,37,     and a proud spirit which hath striven
1448,37,"         triumphantly with human kind,"
1449,37,"     on mountain soil i first drew life,"
1450,37,       the mists of the taglay have shed
1451,37,"       nightly their dews upon my head,"
1452,37,"     and, i believe, the winged strife"
1453,37,     and tumult of the headlong air
1454,37,"     have nestled in my very hair,"
1455,37,     so late from heaven- that dew- it fell
1456,37,       mid dreams of an unholy night
1457,37,"     upon me with the touch of hell,"
1458,37,       while the red flashing of the light
1459,37,"     from clouds that hung, like banners, o'er,"
1460,37,       appeared to my half-closing eye
1461,37,"       the pageantry of monarchy,"
1462,37,     and the deep trumpet-thunder's roar
1463,37,"       came hurriedly upon me, telling"
1464,37,"         of human battle, where my voice,"
1465,37,"     my own voice, silly child!- was swelling"
1466,37,"         o! how my spirit would rejoice,"
1467,37,     and leap within me at the cry
1468,37,     the battle-cry of victory!
1469,37,     the rain came down upon my head
1470,37,       unshelter'd- and the heavy wind
1471,37,"       rendered me mad and deaf and blind,"
1472,37,"     it was but man, i thought, who shed"
1473,37,"       laurels upon me, and the rush-"
1474,37,     the torrent of the chilly air
1475,37,       gurgled within my ear the crush
1476,37,     of empires- with the captive's prayer-
1477,37,     the hum of suitors- and the tone
1478,37,"     of flattery 'round a sovereign's throne,"
1479,37,"     my passions, from that hapless hour,"
1480,37,       usurp'd a tyranny which men
1481,37,"     have deem'd, since i have reach'd to power,"
1482,37,"         my innate nature- be it so,"
1483,37,"       but father, there liv'd one who, then,"
1484,37,     then- in my boyhood- when their fire
1485,37,"         burn'd with a still intenser glow,"
1486,37,"     for passion must, with youth, expire"
